,Date_Time,Q (L/s),Interpolated_SSC
1516,2023-07-21 15:00:00,4.35,5.151
1517,2023-07-21 15:15:00,4.88,4.628
1518,2023-07-21 15:30:00,4.66,4.848
1519,2023-07-21 15:45:00,4.88,4.986
1520,2023-07-21 16:00:00,5.24,4.683
1521,2023-07-21 16:15:00,5.24,6.169
1522,2023-07-21 16:30:00,5.0,4.628
1523,2023-07-21 16:45:00,4.88,5.839
1524,2023-07-21 17:00:00,4.88,4.711
1525,2023-07-21 17:15:00,5.24,5.261
1526,2023-07-21 17:30:00,4.88,4.738
1527,2023-07-21 17:45:00,5.0,5.068
1528,2023-07-21 18:00:00,4.66,4.353
1529,2023-07-21 18:15:00,4.66,5.096
1530,2023-07-21 18:30:00,4.35,5.426
1531,2023-07-21 18:45:00,4.45,7.049
1532,2023-07-21 19:00:00,5.24,4.986
1533,2023-07-21 19:15:00,4.88,4.848
1534,2023-07-21 19:30:00,5.24,6.114
1535,2023-07-21 19:45:00,4.56,4.848
1536,2023-07-21 20:00:00,5.24,5.178
1537,2023-07-21 20:15:00,5.6,4.821
1538,2023-07-21 20:30:00,4.66,11.039
1539,2023-07-21 20:45:00,4.66,6.114
1540,2023-07-21 21:00:00,4.66,5.481
1541,2023-07-21 21:15:00,4.56,6.059
1542,2023-07-21 21:30:00,4.35,12.965
1543,2023-07-21 21:45:00,4.56,6.224
1544,2023-07-21 22:00:00,4.88,7.572
1545,2023-07-21 22:15:00,4.35,9.058
1546,2023-07-21 22:30:00,4.35,5.756
1547,2023-07-21 22:45:00,4.54,5.234
1548,2023-07-21 23:00:00,4.54,5.564
1549,2023-07-21 23:15:00,4.88,5.729
1550,2023-07-21 23:30:00,5.22,5.481
1551,2023-07-21 23:45:00,5.24,5.426
1552,2023-07-22 00:00:00,4.88,6.086
1553,2023-07-22 00:15:00,4.66,5.426
1554,2023-07-22 00:30:00,4.88,6.031
1555,2023-07-22 00:45:00,4.88,5.178
1556,2023-07-22 01:00:00,4.56,5.811
1557,2023-07-22 01:15:00,5.24,5.206
1558,2023-07-22 01:30:00,4.88,5.509
1559,2023-07-22 01:45:00,5.24,4.573
1560,2023-07-22 02:00:00,5.24,5.344
1561,2023-07-22 02:15:00,4.88,5.178
1562,2023-07-22 02:30:00,5.24,6.279
1563,2023-07-22 02:45:00,5.12,5.041
1564,2023-07-22 03:00:00,5.12,5.454
1565,2023-07-22 03:15:00,4.88,4.986
1566,2023-07-22 03:30:00,5.24,5.013
1567,2023-07-22 03:45:00,4.66,6.609
1568,2023-07-22 04:00:00,4.88,5.399
1569,2023-07-22 04:15:00,4.88,5.894
1570,2023-07-22 04:30:00,5.0,11.149
1571,2023-07-22 04:45:00,4.88,6.059
1572,2023-07-22 05:00:00,4.88,6.857
1573,2023-07-22 05:15:00,4.35,6.279
1574,2023-07-22 05:30:00,4.56,6.197
1575,2023-07-22 05:45:00,5.24,8.04
1576,2023-07-22 06:00:00,5.12,4.986
1577,2023-07-22 06:15:00,4.88,4.491
1578,2023-07-22 06:30:00,5.12,4.656
1579,2023-07-22 06:45:00,5.12,4.766
1580,2023-07-22 07:00:00,5.12,4.958
1581,2023-07-22 07:15:00,5.12,4.573
1582,2023-07-22 07:30:00,5.12,4.958
1583,2023-07-22 07:45:00,5.24,4.903
1584,2023-07-22 08:00:00,4.88,4.821
1585,2023-07-22 08:15:00,5.12,7.297
1586,2023-07-22 08:30:00,4.56,4.958
1587,2023-07-22 08:45:00,5.24,5.096
1588,2023-07-22 09:00:00,5.12,4.16
1589,2023-07-22 09:15:00,4.77,4.078
1590,2023-07-22 09:30:00,4.56,4.656
1591,2023-07-22 09:45:00,5.12,3.803
1592,2023-07-22 10:00:00,5.12,3.885
1593,2023-07-22 10:15:00,5.47,4.821
1594,2023-07-22 10:30:00,4.56,4.711
1595,2023-07-22 10:45:00,4.88,4.903
1596,2023-07-22 11:00:00,4.56,4.903
1597,2023-07-22 11:15:00,4.56,4.848
1598,2023-07-22 11:30:00,4.54,4.601
1599,2023-07-22 11:45:00,4.54,5.206
1600,2023-07-22 12:00:00,4.04,6.169
1601,2023-07-22 12:15:00,4.35,5.399
1602,2023-07-22 12:30:00,4.56,5.316
1603,2023-07-22 12:45:00,4.14,5.949
1604,2023-07-22 13:00:00,4.14,5.729
1605,2023-07-22 13:15:00,3.86,4.931
1606,2023-07-22 13:30:00,3.86,5.481
1607,2023-07-22 13:45:00,4.88,9.773
1608,2023-07-22 14:00:00,4.66,7.407
1609,2023-07-22 14:15:00,4.04,6.059
1610,2023-07-22 14:30:00,4.66,5.536
1611,2023-07-22 14:45:00,4.35,5.481
1612,2023-07-22 15:00:00,4.66,6.224
1613,2023-07-22 15:15:00,4.04,5.261
1614,2023-07-22 15:30:00,4.35,5.068
1615,2023-07-22 15:45:00,4.88,5.701
1616,2023-07-22 16:00:00,4.35,6.692
1617,2023-07-22 16:15:00,6.12,12.745
1618,2023-07-22 16:30:00,6.99,16.652
1619,2023-07-22 16:45:00,6.55,13.79
1620,2023-07-22 17:00:00,6.7,12.965
1621,2023-07-22 17:15:00,5.47,10.709
1622,2023-07-22 17:30:00,6.12,9.333
1623,2023-07-22 17:45:00,6.7,12.827
1624,2023-07-22 18:00:00,7.47,18.55
1625,2023-07-22 18:15:00,7.47,26.392
1626,2023-07-22 18:30:00,7.96,23.42
1627,2023-07-22 18:45:00,7.47,18.578
1628,2023-07-22 19:00:00,7.15,17.01
1629,2023-07-22 19:15:00,6.26,13.323
1630,2023-07-22 19:30:00,6.7,12.827
1631,2023-07-22 19:45:00,6.7,12.827
1632,2023-07-22 20:00:00,6.26,10.131
1633,2023-07-22 20:15:00,6.26,8.233
1634,2023-07-22 20:30:00,6.26,8.315
1635,2023-07-22 20:45:00,5.87,9.636
1636,2023-07-22 21:00:00,5.24,8.563
1637,2023-07-22 21:15:00,5.87,8.012
1638,2023-07-22 21:30:00,5.47,7.572
1639,2023-07-22 21:45:00,5.47,7.049
1640,2023-07-22 22:00:00,5.47,7.022
1641,2023-07-22 22:15:00,5.47,7.545
1642,2023-07-22 22:30:00,5.47,7.104
1643,2023-07-22 22:45:00,5.47,6.994
1644,2023-07-22 23:00:00,5.87,6.829
1645,2023-07-22 23:15:00,5.87,5.949
1646,2023-07-22 23:30:00,5.87,5.839
1647,2023-07-22 23:45:00,6.26,5.949
1648,2023-07-23 00:00:00,5.47,5.839
1649,2023-07-23 00:15:00,5.6,5.729
1650,2023-07-23 00:30:00,5.24,5.646
1651,2023-07-23 00:45:00,5.87,5.399
1652,2023-07-23 01:00:00,5.87,4.738
1653,2023-07-23 01:15:00,5.24,5.344
1654,2023-07-23 01:30:00,5.24,5.509
1655,2023-07-23 01:45:00,4.88,4.353
1656,2023-07-23 02:00:00,5.24,5.619
1657,2023-07-23 02:15:00,5.24,4.958
1658,2023-07-23 02:30:00,5.24,4.463
1659,2023-07-23 02:45:00,5.12,4.793
1660,2023-07-23 03:00:00,5.12,4.298
1661,2023-07-23 03:15:00,5.47,4.188
1662,2023-07-23 03:30:00,5.12,4.243
1663,2023-07-23 03:45:00,5.12,4.188
1664,2023-07-23 04:00:00,5.12,3.94
1665,2023-07-23 04:15:00,5.24,3.308
1666,2023-07-23 04:30:00,5.47,3.61
1667,2023-07-23 04:45:00,5.24,3.83
1668,2023-07-23 05:00:00,5.47,3.61
1669,2023-07-23 05:15:00,5.24,3.583
1670,2023-07-23 05:30:00,5.47,3.968
1671,2023-07-23 05:45:00,5.47,3.5
1672,2023-07-23 06:00:00,5.87,3.803
1673,2023-07-23 06:15:00,6.26,3.693
1674,2023-07-23 06:30:00,5.47,4.078
1675,2023-07-23 06:45:00,5.12,3.473
1676,2023-07-23 07:00:00,5.87,3.142
1677,2023-07-23 07:15:00,5.12,3.638
1678,2023-07-23 07:30:00,5.12,3.335
1679,2023-07-23 07:45:00,5.12,2.647
1680,2023-07-23 08:00:00,5.22,3.225
1681,2023-07-23 08:15:00,5.22,2.565
1682,2023-07-23 08:30:00,5.12,3.335
1683,2023-07-23 08:45:00,5.12,3.115
1684,2023-07-23 09:00:00,5.12,2.675
1685,2023-07-23 09:15:00,5.12,4.821
1686,2023-07-23 09:30:00,5.35,2.84
1687,2023-07-23 09:45:00,5.12,4.023
1688,2023-07-23 10:00:00,5.47,6.417
1689,2023-07-23 10:15:00,4.77,4.958
1690,2023-07-23 10:30:00,5.12,4.243
1691,2023-07-23 10:45:00,5.12,5.261
1692,2023-07-23 11:00:00,5.12,3.885
1693,2023-07-23 11:15:00,4.88,4.793
1694,2023-07-23 11:30:00,4.24,5.454
1695,2023-07-23 11:45:00,3.96,4.656
1696,2023-07-23 12:00:00,3.96,4.683
1697,2023-07-23 12:15:00,4.24,4.848
1698,2023-07-23 12:30:00,4.24,4.573
1699,2023-07-23 12:45:00,4.56,5.261
1700,2023-07-23 13:00:00,4.56,5.894
1701,2023-07-23 13:15:00,4.35,8.893
1702,2023-07-23 13:30:00,4.45,6.086
1703,2023-07-23 13:45:00,4.56,5.123
1704,2023-07-23 14:00:00,4.56,4.931
1705,2023-07-23 14:15:00,4.56,5.096
1706,2023-07-23 14:30:00,4.24,4.766
1707,2023-07-23 14:45:00,4.24,4.986
1708,2023-07-23 15:00:00,4.24,5.013
1709,2023-07-23 15:15:00,4.35,6.197
1710,2023-07-23 15:30:00,4.04,5.068
1711,2023-07-23 15:45:00,4.24,6.169
1712,2023-07-23 16:00:00,4.35,6.279
1713,2023-07-23 16:15:00,4.56,5.481
1714,2023-07-23 16:30:00,4.14,7.132
1715,2023-07-23 16:45:00,4.04,4.243
1716,2023-07-23 17:00:00,4.35,4.958
1717,2023-07-23 17:15:00,4.35,4.793
1718,2023-07-23 17:30:00,3.77,4.986
1719,2023-07-23 17:45:00,4.35,4.628
1720,2023-07-23 18:00:00,4.04,4.326
1721,2023-07-23 18:15:00,4.04,4.518
1722,2023-07-23 18:30:00,4.24,5.068
1723,2023-07-23 18:45:00,4.56,4.491
1724,2023-07-23 19:00:00,4.04,3.94
1725,2023-07-23 19:15:00,4.35,4.711
1726,2023-07-23 19:30:00,4.66,4.738
1727,2023-07-23 19:45:00,4.66,4.601
1728,2023-07-23 20:00:00,4.35,4.023
1729,2023-07-23 20:15:00,4.66,4.05
1730,2023-07-23 20:30:00,4.35,4.243
1731,2023-07-23 20:45:00,4.24,3.775
1732,2023-07-23 21:00:00,4.54,4.601
1733,2023-07-23 21:15:00,4.66,4.463
1734,2023-07-23 21:30:00,4.35,5.426
1735,2023-07-23 21:45:00,4.56,4.931
1736,2023-07-23 22:00:00,4.77,5.041
1737,2023-07-23 22:15:00,4.88,5.261
1738,2023-07-23 22:30:00,4.88,5.123
1739,2023-07-23 22:45:00,4.88,4.793
1740,2023-07-23 23:00:00,4.77,5.399
1741,2023-07-23 23:15:00,4.54,4.436
1742,2023-07-23 23:30:00,4.54,4.986
1743,2023-07-23 23:45:00,5.12,4.821
1744,2023-07-24 00:00:00,4.54,4.463
1745,2023-07-24 00:15:00,4.54,4.546
1746,2023-07-24 00:30:00,4.54,4.821
1747,2023-07-24 00:45:00,4.88,4.353
1748,2023-07-24 01:00:00,5.12,4.711
1749,2023-07-24 01:15:00,5.12,4.491
1750,2023-07-24 01:30:00,5.22,4.601
1751,2023-07-24 01:45:00,5.22,4.903
1752,2023-07-24 02:00:00,5.12,3.94
1753,2023-07-24 02:15:00,4.88,4.491
1754,2023-07-24 02:30:00,4.77,4.738
1755,2023-07-24 02:45:00,4.54,4.381
1756,2023-07-24 03:00:00,5.12,4.326
1757,2023-07-24 03:15:00,5.12,3.638
1758,2023-07-24 03:30:00,4.88,4.298
1759,2023-07-24 03:45:00,4.88,4.381
1760,2023-07-24 04:00:00,4.88,3.638
1761,2023-07-24 04:15:00,5.12,4.078
1762,2023-07-24 04:30:00,5.12,3.363
1763,2023-07-24 04:45:00,4.88,3.445
1764,2023-07-24 05:00:00,4.88,3.583
1765,2023-07-24 05:15:00,4.88,3.335
1766,2023-07-24 05:30:00,5.12,4.16
1767,2023-07-24 05:45:00,5.12,3.418
1768,2023-07-24 06:00:00,5.12,3.142
1769,2023-07-24 06:15:00,5.12,3.61
1770,2023-07-24 06:30:00,4.88,3.638
1771,2023-07-24 06:45:00,5.24,2.922
1772,2023-07-24 07:00:00,5.12,3.83
1773,2023-07-24 07:15:00,4.77,3.803
1774,2023-07-24 07:30:00,4.45,4.16
1775,2023-07-24 07:45:00,4.88,3.83
1776,2023-07-24 08:00:00,4.88,3.308
1777,2023-07-24 08:15:00,5.12,3.39
1778,2023-07-24 08:30:00,4.77,2.73
1779,2023-07-24 08:45:00,4.77,3.528
1780,2023-07-24 09:00:00,5.12,3.142
1781,2023-07-24 09:15:00,4.77,2.95
1782,2023-07-24 09:30:00,4.77,3.885
1783,2023-07-24 09:45:00,4.56,3.087
1784,2023-07-24 10:00:00,4.56,3.363
1785,2023-07-24 10:15:00,4.24,4.766
1786,2023-07-24 10:30:00,3.96,3.638
1787,2023-07-24 10:45:00,4.77,3.72
1788,2023-07-24 11:00:00,4.24,3.418
1789,2023-07-24 11:15:00,3.77,4.573
1790,2023-07-24 11:30:00,3.77,3.94
1791,2023-07-24 11:45:00,3.26,4.133
1792,2023-07-24 12:00:00,3.5,4.683
1793,2023-07-24 12:15:00,3.5,4.408
1794,2023-07-24 12:30:00,3.68,4.436
1795,2023-07-24 12:45:00,3.68,8.755
1796,2023-07-24 13:00:00,3.94,5.619
1797,2023-07-24 13:15:00,3.77,6.912
1798,2023-07-24 13:30:00,4.35,5.426
1799,2023-07-24 13:45:00,3.5,5.591
1800,2023-07-24 14:00:00,3.34,4.848
1801,2023-07-24 14:15:00,3.34,4.766
1802,2023-07-24 14:30:00,3.34,4.848
1803,2023-07-24 14:45:00,3.34,5.096
1804,2023-07-24 15:00:00,3.59,5.206
1805,2023-07-24 15:15:00,3.34,4.986
1806,2023-07-24 15:30:00,3.59,4.518
1807,2023-07-24 15:45:00,3.34,6.334
1808,2023-07-24 16:00:00,3.59,4.738
1809,2023-07-24 16:15:00,2.94,4.408
1810,2023-07-24 16:30:00,2.73,7.572
1811,2023-07-24 16:45:00,3.34,5.674
1812,2023-07-24 17:00:00,3.77,7.545
1813,2023-07-24 17:15:00,3.34,4.518
1814,2023-07-24 17:30:00,3.34,4.023
1815,2023-07-24 17:45:00,3.5,4.381
1816,2023-07-24 18:00:00,3.34,4.463
1817,2023-07-24 18:15:00,3.34,5.068
1818,2023-07-24 18:30:00,4.04,4.408
1819,2023-07-24 18:45:00,3.34,4.738
1820,2023-07-24 19:00:00,3.86,5.068
1821,2023-07-24 19:15:00,3.34,3.913
1822,2023-07-24 19:30:00,4.04,4.023
1823,2023-07-24 19:45:00,4.04,4.738
1824,2023-07-24 20:00:00,3.18,4.243
1825,2023-07-24 20:15:00,3.5,4.738
1826,2023-07-24 20:30:00,3.59,4.491
1827,2023-07-24 20:45:00,3.5,4.848
1828,2023-07-24 21:00:00,3.96,4.903
1829,2023-07-24 21:15:00,4.04,5.234
1830,2023-07-24 21:30:00,3.59,5.178
1831,2023-07-24 21:45:00,4.04,5.013
1832,2023-07-24 22:00:00,4.35,5.426
1833,2023-07-24 22:15:00,4.04,4.683
1834,2023-07-24 22:30:00,4.24,4.683
1835,2023-07-24 22:45:00,4.35,4.298
1836,2023-07-24 23:00:00,4.54,4.793
1837,2023-07-24 23:15:00,4.24,4.766
1838,2023-07-24 23:30:00,4.35,4.766
1839,2023-07-24 23:45:00,4.54,5.041
1840,2023-07-25 00:00:00,4.24,4.876
1841,2023-07-25 00:15:00,4.35,4.986
1842,2023-07-25 00:30:00,4.35,4.381
1843,2023-07-25 00:45:00,4.54,4.023
1844,2023-07-25 01:00:00,4.56,4.628
1845,2023-07-25 01:15:00,4.56,4.271
1846,2023-07-25 01:30:00,4.04,4.408
1847,2023-07-25 01:45:00,4.56,4.16
1848,2023-07-25 02:00:00,4.56,4.243
1849,2023-07-25 02:15:00,4.56,4.381
1850,2023-07-25 02:30:00,4.56,3.72
1851,2023-07-25 02:45:00,4.35,4.436
1852,2023-07-25 03:00:00,4.35,3.968
1853,2023-07-25 03:15:00,4.04,4.215
1854,2023-07-25 03:30:00,4.56,4.463
1855,2023-07-25 03:45:00,4.66,3.5
1856,2023-07-25 04:00:00,4.35,3.28
1857,2023-07-25 04:15:00,4.35,3.252
1858,2023-07-25 04:30:00,4.66,4.133
1859,2023-07-25 04:45:00,4.24,3.528
1860,2023-07-25 05:00:00,4.56,3.032
1861,2023-07-25 05:15:00,4.24,3.94
1862,2023-07-25 05:30:00,4.88,3.445
1863,2023-07-25 05:45:00,4.24,3.363
1864,2023-07-25 06:00:00,5.12,4.298
1865,2023-07-25 06:15:00,4.56,3.638
1866,2023-07-25 06:30:00,4.77,3.555
1867,2023-07-25 06:45:00,4.88,3.775
1868,2023-07-25 07:00:00,4.54,3.115
1869,2023-07-25 07:15:00,4.54,7.215
1870,2023-07-25 07:30:00,4.24,5.481
1871,2023-07-25 07:45:00,4.88,4.491
1872,2023-07-25 08:00:00,4.24,9.911
1873,2023-07-25 08:15:00,4.24,8.26
1874,2023-07-25 08:30:00,4.56,5.674
1875,2023-07-25 08:45:00,4.77,7.435
1876,2023-07-25 09:00:00,4.56,5.591
1877,2023-07-25 09:15:00,4.88,5.178
1878,2023-07-25 09:30:00,4.56,4.656
1879,2023-07-25 09:45:00,4.24,4.518
1880,2023-07-25 10:00:00,4.56,8.37
1881,2023-07-25 10:15:00,3.96,4.821
1882,2023-07-25 10:30:00,4.45,4.738
1883,2023-07-25 10:45:00,3.94,4.876
1884,2023-07-25 11:00:00,4.24,4.436
1885,2023-07-25 11:15:00,3.77,4.738
1886,2023-07-25 11:30:00,3.68,5.289
1887,2023-07-25 11:45:00,3.5,7.82
1888,2023-07-25 12:00:00,3.5,5.949
1889,2023-07-25 12:15:00,3.5,4.876
1890,2023-07-25 12:30:00,3.59,4.738
1891,2023-07-25 12:45:00,3.59,5.509
1892,2023-07-25 13:00:00,3.77,5.811
1893,2023-07-25 13:15:00,3.59,3.995
1894,2023-07-25 13:30:00,4.04,4.436
1895,2023-07-25 13:45:00,3.34,4.298
1896,2023-07-25 14:00:00,3.77,4.628
1897,2023-07-25 14:15:00,3.59,3.885
1898,2023-07-25 14:30:00,3.59,4.546
1899,2023-07-25 14:45:00,3.77,3.858
1900,2023-07-25 15:00:00,4.04,4.573
1901,2023-07-25 15:15:00,3.94,5.866
1902,2023-07-25 15:30:00,4.04,4.931
1903,2023-07-25 15:45:00,4.04,4.601
1904,2023-07-25 16:00:00,3.77,4.546
1905,2023-07-25 16:15:00,3.5,5.536
1906,2023-07-25 16:30:00,4.04,4.573
1907,2023-07-25 16:45:00,4.04,4.353
1908,2023-07-25 17:00:00,4.54,4.601
1909,2023-07-25 17:15:00,4.24,7.49
1910,2023-07-25 17:30:00,4.04,4.766
1911,2023-07-25 17:45:00,4.24,4.601
1912,2023-07-25 18:00:00,4.24,5.234
1913,2023-07-25 18:15:00,4.04,4.518
1914,2023-07-25 18:30:00,4.66,5.344
1915,2023-07-25 18:45:00,4.04,10.681
1916,2023-07-25 19:00:00,4.35,13.9
1917,2023-07-25 19:15:00,4.56,18.66
1918,2023-07-25 19:30:00,4.24,12.085
1919,2023-07-25 19:45:00,4.56,14.891
1920,2023-07-25 20:00:00,4.24,17.312
1921,2023-07-25 20:15:00,4.88,7.792
1922,2023-07-25 20:30:00,4.88,7.435
1923,2023-07-25 20:45:00,4.88,8.012
1924,2023-07-25 21:00:00,3.77,8.04
1925,2023-07-25 21:15:00,3.77,7.215
1926,2023-07-25 21:30:00,4.35,6.279
1927,2023-07-25 21:45:00,4.66,6.279
1928,2023-07-25 22:00:00,4.24,8.81
1929,2023-07-25 22:15:00,4.56,5.371
1930,2023-07-25 22:30:00,4.24,6.224
1931,2023-07-25 22:45:00,4.04,6.334
1932,2023-07-25 23:00:00,4.56,8.012
1933,2023-07-25 23:15:00,4.56,5.921
1934,2023-07-25 23:30:00,4.04,5.976
1935,2023-07-25 23:45:00,4.24,5.976
1936,2023-07-26 00:00:00,4.56,5.839
1937,2023-07-26 00:15:00,4.24,5.206
1938,2023-07-26 00:30:00,4.35,6.114
1939,2023-07-26 00:45:00,4.24,5.178
1940,2023-07-26 01:00:00,4.56,4.408
1941,2023-07-26 01:15:00,4.24,5.123
1942,2023-07-26 01:30:00,4.88,4.986
1943,2023-07-26 01:45:00,4.56,5.509
1944,2023-07-26 02:00:00,4.77,5.289
1945,2023-07-26 02:15:00,4.54,5.289
1946,2023-07-26 02:30:00,4.35,5.041
1947,2023-07-26 02:45:00,4.88,6.086
1948,2023-07-26 03:00:00,4.35,4.436
1949,2023-07-26 03:15:00,4.66,4.05
1950,2023-07-26 03:30:00,5.0,4.958
1951,2023-07-26 03:45:00,4.35,4.353
1952,2023-07-26 04:00:00,4.66,3.94
1953,2023-07-26 04:15:00,4.88,4.16
1954,2023-07-26 04:30:00,4.66,3.968
1955,2023-07-26 04:45:00,4.24,3.858
1956,2023-07-26 05:00:00,4.24,3.72
1957,2023-07-26 05:15:00,4.54,3.583
1958,2023-07-26 05:30:00,4.54,3.665
1959,2023-07-26 05:45:00,4.35,4.023
1960,2023-07-26 06:00:00,4.56,3.665
1961,2023-07-26 06:15:00,4.88,4.215
1962,2023-07-26 06:30:00,4.56,4.903
1963,2023-07-26 06:45:00,4.88,4.078
1964,2023-07-26 07:00:00,4.88,3.858
1965,2023-07-26 07:15:00,4.88,3.363
1966,2023-07-26 07:30:00,4.66,3.638
1967,2023-07-26 07:45:00,4.35,3.39
1968,2023-07-26 08:00:00,4.66,3.775
1969,2023-07-26 08:15:00,4.56,3.142
1970,2023-07-26 08:30:00,4.56,3.473
1971,2023-07-26 08:45:00,4.24,3.032
1972,2023-07-26 09:00:00,4.56,2.977
1973,2023-07-26 09:15:00,4.56,3.39
1974,2023-07-26 09:30:00,4.56,3.995
1975,2023-07-26 09:45:00,4.88,3.418
1976,2023-07-26 10:00:00,4.24,3.308
1977,2023-07-26 10:15:00,4.56,5.536
1978,2023-07-26 10:30:00,4.04,4.876
1979,2023-07-26 10:45:00,4.24,5.096
1980,2023-07-26 11:00:00,4.24,5.426
1981,2023-07-26 11:15:00,3.77,4.381
1982,2023-07-26 11:30:00,4.24,4.986
1983,2023-07-26 11:45:00,3.77,4.215
1984,2023-07-26 12:00:00,4.35,6.472
1985,2023-07-26 12:15:00,3.5,4.381
1986,2023-07-26 12:30:00,3.59,5.921
1987,2023-07-26 12:45:00,3.34,4.271
1988,2023-07-26 13:00:00,3.34,5.784
1989,2023-07-26 13:15:00,3.77,4.105
1990,2023-07-26 13:30:00,3.59,8.508
1991,2023-07-26 13:45:00,4.04,6.582
1992,2023-07-26 14:00:00,4.04,4.573
1993,2023-07-26 14:15:00,4.35,9.526
1994,2023-07-26 14:30:00,4.35,7.325
1995,2023-07-26 14:45:00,4.66,6.802
1996,2023-07-26 15:00:00,4.88,8.92
1997,2023-07-26 15:15:00,4.04,7.49
1998,2023-07-26 15:30:00,4.56,6.141
1999,2023-07-26 15:45:00,4.88,5.261
2000,2023-07-26 16:00:00,4.88,5.839
2001,2023-07-26 16:15:00,5.24,7.985
2002,2023-07-26 16:30:00,4.56,8.7
2003,2023-07-26 16:45:00,5.87,7.297
2004,2023-07-26 17:00:00,4.88,7.352
2005,2023-07-26 17:15:00,4.66,7.71
2006,2023-07-26 17:30:00,5.22,6.802
2007,2023-07-26 17:45:00,4.66,6.389
2008,2023-07-26 18:00:00,4.66,6.664
2009,2023-07-26 18:15:00,4.35,5.949
2010,2023-07-26 18:30:00,4.14,5.178
2011,2023-07-26 18:45:00,4.66,5.316
2012,2023-07-26 19:00:00,4.35,5.178
2013,2023-07-26 19:15:00,4.66,4.821
2014,2023-07-26 19:30:00,4.35,4.546
2015,2023-07-26 19:45:00,4.56,4.656
2016,2023-07-26 20:00:00,4.14,4.821
2017,2023-07-26 20:15:00,4.35,4.683
2018,2023-07-26 20:30:00,4.56,4.931
2019,2023-07-26 20:45:00,4.35,4.821
2020,2023-07-26 21:00:00,4.24,5.756
2021,2023-07-26 21:15:00,4.24,5.536
2022,2023-07-26 21:30:00,4.66,5.234
2023,2023-07-26 21:45:00,4.88,5.316
2024,2023-07-26 22:00:00,4.24,4.986
2025,2023-07-26 22:15:00,4.35,5.013
2026,2023-07-26 22:30:00,4.56,4.903
2027,2023-07-26 22:45:00,4.88,4.931
2028,2023-07-26 23:00:00,4.56,4.105
2029,2023-07-26 23:15:00,4.24,5.949
2030,2023-07-26 23:30:00,4.88,4.711
2031,2023-07-26 23:45:00,4.66,5.206
2032,2023-07-27 00:00:00,4.88,5.426
2033,2023-07-27 00:15:00,4.54,5.509
2034,2023-07-27 00:30:00,4.35,5.068
2035,2023-07-27 00:45:00,4.88,5.481
2036,2023-07-27 01:00:00,4.88,4.876
2037,2023-07-27 01:15:00,5.0,5.013
2038,2023-07-27 01:30:00,4.56,5.426
2039,2023-07-27 01:45:00,4.56,5.399
2040,2023-07-27 02:00:00,5.24,5.756
2041,2023-07-27 02:15:00,4.66,5.866
2042,2023-07-27 02:30:00,4.66,4.463
2043,2023-07-27 02:45:00,4.88,5.261
2044,2023-07-27 03:00:00,4.56,4.353
2045,2023-07-27 03:15:00,4.56,3.803
2046,2023-07-27 03:30:00,4.56,3.995
2047,2023-07-27 03:45:00,4.66,3.418
2048,2023-07-27 04:00:00,4.56,5.949
2049,2023-07-27 04:15:00,4.56,3.72
2050,2023-07-27 04:30:00,4.88,3.72
2051,2023-07-27 04:45:00,4.88,3.252
2052,2023-07-27 05:00:00,4.88,3.335
2053,2023-07-27 05:15:00,4.66,3.5
2054,2023-07-27 05:30:00,4.66,3.665
2055,2023-07-27 05:45:00,4.88,3.555
2056,2023-07-27 06:00:00,5.0,3.17
2057,2023-07-27 06:15:00,4.88,4.848
2058,2023-07-27 06:30:00,5.0,4.078
2059,2023-07-27 06:45:00,4.66,3.858
2060,2023-07-27 07:00:00,4.88,3.72
2061,2023-07-27 07:15:00,4.54,3.528
2062,2023-07-27 07:30:00,4.66,3.61
2063,2023-07-27 07:45:00,4.88,3.252
2064,2023-07-27 08:00:00,4.77,3.885
2065,2023-07-27 08:15:00,4.56,3.72
2066,2023-07-27 08:30:00,4.88,3.418
2067,2023-07-27 08:45:00,4.56,3.885
2068,2023-07-27 09:00:00,4.56,2.977
2069,2023-07-27 09:15:00,4.56,3.197
2070,2023-07-27 09:30:00,4.56,3.39
2071,2023-07-27 09:45:00,4.88,4.215
2072,2023-07-27 10:00:00,4.24,3.5
2073,2023-07-27 10:15:00,4.56,2.922
2074,2023-07-27 10:30:00,4.24,4.243
2075,2023-07-27 10:45:00,4.24,3.583
2076,2023-07-27 11:00:00,4.04,4.931
2077,2023-07-27 11:15:00,4.56,4.326
2078,2023-07-27 11:30:00,4.24,4.188
2079,2023-07-27 11:45:00,3.5,3.583
2080,2023-07-27 12:00:00,3.94,4.463
2081,2023-07-27 12:15:00,3.59,4.133
2082,2023-07-27 12:30:00,3.86,4.436
2083,2023-07-27 12:45:00,3.5,4.491
2084,2023-07-27 13:00:00,3.59,4.766
2085,2023-07-27 13:15:00,4.04,4.848
2086,2023-07-27 13:30:00,3.34,4.188
2087,2023-07-27 13:45:00,3.59,4.298
2088,2023-07-27 14:00:00,3.59,6.747
2089,2023-07-27 14:15:00,3.77,7.6
2090,2023-07-27 14:30:00,4.14,6.939
2091,2023-07-27 14:45:00,3.77,6.252
2092,2023-07-27 15:00:00,4.35,5.371
2093,2023-07-27 15:15:00,3.59,6.37525
2094,2023-07-27 15:30:00,4.35,7.3795
2095,2023-07-27 15:45:00,4.14,8.38375
2096,2023-07-27 16:00:00,4.45,9.388
2097,2023-07-27 16:15:00,4.66,10.39225
